,Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Broad Bean Origin
1313,K'ul,"Maranon, Fortunato No. 4",1852,2016,70,U.S.A.,2.75,Peru
1314,Letterpress,Maranura,1371,2014,70,U.S.A.,3.5,Peru
1315,Maglio,Ecuador,308,2008,70,Italy,3,Ecuador
1316,Map Chocolate,"Maranon, 2014",1474,2015,62,U.S.A.,3.5,Peru
1317,Millcreek Cacao Roasters,Ecuador,1073,2013,70,U.S.A.,2.5,Ecuador
1318,Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78,Lithuania,3.75,Peru
1319,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75,U.S.A.,3.25,Peru
1320,Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80,Nicaragua,3.25,Ecuador
1321,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72,Belgium,3.75,Ecuador
1322,Pump Street Bakery,Guantupi River,1223,2014,75,U.K.,3,Ecuador
1323,Pump Street Bakery,Guantupi River,1227,2014,85,U.K.,2.75,Ecuador
1324,Ritual,"Maranon, Cajamarca",1181,2013,75,U.S.A.,3,Peru
1325,Salgado,Esmeraldas,288,2008,70,Argentina,3.5,Ecuador
1326,Santander (Compania Nacional),Colombian 2008,404,2009,75,Colombia,2.75,Colombia
1327,Santander (Compania Nacional),Colombian w/ nibs,414,2009,70,Colombia,3,Colombia
1328,Santander (Compania Nacional),Colombian Semi Dark,32,2006,53,Colombia,2,Colombia
1329,Santander (Compania Nacional),Colombian,32,2006,65,Colombia,3,Colombia
1330,Santander (Compania Nacional),Colombian Dark,32,2006,70,Colombia,4,Colombia
1331,"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67,Australia,3,Peru
1332,Solkiki,"Maranon, Fortunato No. 4",1840,2016,68,U.K.,2.75,Peru
1333,Soma,Maranon Canyon,1259,2014,70,Canada,3.75,Peru
1334,Soma,"Camino Verde P., Balao, Guayas",1307,2014,80,Canada,3.5,Ecuador
1335,Starchild,"Bolivar, Arriba",1634,2015,70,U.S.A.,3,Ecuador
1336,Szanto Tibor,"Winak, Sumaco",1704,2015,70,Hungary,3.75,Ecuador
1337,To'ak (Ecuatoriana),Manabi,1418,2014,81,Ecuador,3.25,Ecuador
1338,Woodblock,"Maranon, Cajamarca",1243,2014,70,U.S.A.,3,Peru
1339,Zotter,El Oro,879,2012,75,Austria,3,Ecuador
1340,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85,Brazil,2.75,Brazil
1341,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,50,Brazil,3.75,Brazil
1342,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,75,Brazil,3.75,Brazil
1343,AMMA,"Monte Alegre, 3 diff. plantations",572,2010,60,Brazil,4,Brazil
1344,Mission,"Bahia, Fazenda Venturosa",1626,2015,70,Brazil,3.5,Brazil
1345,Soma,"Bahia Black, batch bra50722.1",1828,2016,70,Canada,3.5,Brazil
1346,Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70,Hungary,3.5,Brazil
1347,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70,U.S.A.,3.5,Brazil
1348,Rancho San Jacinto,Ecuador,565,2010,75,Ecuador,3,Ecuador
1349,Solstice,Bundibugyo,1335,2014,70,U.S.A.,3,Uganda
1350,Potomac,Upala w/ nibs,647,2011,70,U.S.A.,3.5,Costa Rica
1351,Potomac,"Upala, Batch 18",654,2011,70,U.S.A.,3,Costa Rica
1352,Potomac,"Upala, Batch 12",607,2010,82,U.S.A.,3.75,Costa Rica
1353,Coppeneur,"Los Rios, H. Iara",558,2010,72,Germany,2.5,Ecuador
1354,Soma,"Alto Beni, Wild Bolivian",676,2011,70,Canada,3.5,Bolivia
1355,Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75,U.S.A.,3.25,Ecuador
1356,Rogue,"Camino Verde P., Balao, Guayas",979,2012,75,U.S.A.,3.75,Ecuador
1357,Zart Pralinen,UNOCACE,1824,2016,70,Austria,2.75,Ecuador
1358,A. Morin,Chuao,1015,2013,70,France,4,Venezuela
1359,Adi,Vanua Levu,705,2011,60,Fiji,2.75,Fiji
1360,Adi,"Vanua Levu, Toto-A",705,2011,80,Fiji,3.25,Fiji
1361,Adi,Vanua Levu,705,2011,88,Fiji,3.5,Fiji
1362,Adi,"Vanua Levu, Ami-Ami-CA",705,2011,72,Fiji,3.5,Fiji
1363,Akesson's (Pralus),"Bali (west), Sukrama Family, Melaya area",636,2011,75,Switzerland,3.75,Indonesia
1364,Alain Ducasse,Trinite,1215,2014,65,France,2.75,Trinidad
1365,Alain Ducasse,Vietnam,1215,2014,75,France,2.75,Vietnam
1366,Alain Ducasse,Madagascar,1215,2014,75,France,3,Madagascar
1367,Alain Ducasse,Chuao,1061,2013,75,France,2.5,Venezuela
1368,Alexandre,Tien Giang,1944,2017,70,Netherlands,3.5,Vietnam
1369,Altus aka Cao Artisan,Conacado,1125,2013,60,U.S.A.,3,Dominican Republic
1370,Amano,Chuao,544,2010,70,U.S.A.,3,Venezuela
1371,Amano,Madagascar,129,2007,70,U.S.A.,3.5,Madagascar
1372,Amazona,"Bellavista Gran Pajeten, San Martin",1145,2013,73,Peru,3.5,Peru
1373,Ambrosia,Belize,1494,2015,64,Canada,3,Belize
1374,Ambrosia,Madagascar,1494,2015,66,Canada,3.25,Madagascar
1375,Amedei,Chuao,111,2007,70,Italy,5,Venezuela
1376,Amedei,Ecuador,123,2007,70,Italy,3,Ecuador
1377,Amedei,Jamaica,123,2007,70,Italy,3,Jamaica
1378,Amedei,Grenada,123,2007,70,Italy,3.5,Grenada
1379,Amedei,Trinidad,129,2007,70,Italy,3.5,Trinidad
1380,Ara,Madagascar,1375,2014,75,France,3,Madagascar
1381,Arete,San Juan,1724,2016,70,U.S.A.,3.5,Trinidad
1382,Arete,Tien Giang,1900,2016,73,U.S.A.,3.5,Vietnam
1383,Arete,Maya Mountain,1598,2015,70,U.S.A.,3.75,Belize
1384,Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72,U.K.,3.25,Trinidad
1385,Artisan du Chocolat,Jamaica,531,2010,72,U.K.,3.75,Jamaica
1386,Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72,U.K.,3.25,Vietnam
1387,Artisan du Chocolat,Java,355,2009,72,U.K.,2.75,Indonesia
1388,Artisan du Chocolat,Dominican Republic,363,2009,72,U.K.,3.25,Dominican Republic
1389,Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",1181,2013,72,U.K.,2.75,Colombia
1390,Askinosie,Mababa,1780,2016,68,U.S.A.,3.75,Tanzania
1391,Askinosie,"Tenende, Uwate",647,2011,72,U.S.A.,3.75,Tanzania
1392,Askinosie,Cortes,661,2011,70,U.S.A.,3.75,Honduras
1393,Askinosie,Davao,331,2009,77,U.S.A.,3.75,Philippines
1394,Askinosie,Xoconusco,141,2007,75,U.S.A.,2.5,Mexico
1395,Bahen & Co.,Sambirano,995,2012,70,Australia,3,Madagascar
1396,Bar Au Chocolat,Sambirano,983,2012,70,U.S.A.,3.75,Madagascar
1397,Belyzium,"Belize south, low fermentation",1768,2016,83,Germany,2.75,Belize
1398,Belyzium,Belize south,1768,2016,78,Germany,3,Belize
1399,Belyzium,Belize south,1768,2016,83,Germany,3.5,Belize
1400,Benoit Nihant,Baracoa,1141,2013,74,Belgium,3.5,Cuba
1401,Benoit Nihant,Rio Peripa H.,1141,2013,73,Belgium,4,Ecuador
1402,Benoit Nihant,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",757,2011,72,Belgium,4,Indonesia
1403,Benoit Nihant,"Somia Plantation, Sambirano, 70hr C",773,2011,72,Belgium,3.75,Madagascar
1404,Beschle (Felchlin),Madagascar,636,2011,64,Switzerland,3,Madagascar
1405,Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,70,Switzerland,3.25,Venezuela
1406,Bisou,Belize,1486,2015,86,U.S.A.,3.25,Belize
1407,Bittersweet Origins,"Sambirano, 2009",565,2010,70,U.S.A.,3,Madagascar
1408,Bittersweet Origins,Sambirano,423,2009,75,U.S.A.,3.25,Madagascar
1409,Bittersweet Origins,Sambirano,431,2009,65,U.S.A.,3.5,Madagascar
1410,Bittersweet Origins,Sambirano,233,2008,71,U.S.A.,3,Madagascar
1411,Black Mountain,Carenero Superior,256,2008,70,U.S.A.,2.75,Venezuela
1412,Black River (A. Morin),Blue Mountain Region,1331,2014,70,U.K.,2.75,Jamaica
1413,Blue Bandana,"Akesson's E., Sambirano V.",1740,2016,82,U.S.A.,3.5,Madagascar
1414,Blue Bandana,Madagascar,911,2012,70,U.S.A.,3.75,Madagascar
1415,Bonnat,Cuba,629,2011,75,France,3.5,Cuba
1416,Bonnat,Jamaique,761,2011,75,France,3.25,Jamaica
1417,Bonnat,Trinite,24,2006,75,France,3.75,Carribean
1418,Bonnat,Madagascar,75,2006,75,France,4,Madagascar
1419,Bonnat,Chuao,81,2006,75,France,4,Venezuela
1420,Bowler Man,Maya Mountain,1267,2014,70,U.S.A.,2.75,Belize
1421,Brasstown aka It's Chocolate,Maya Mountain,1255,2014,70,U.S.A.,3.75,Belize
1422,Brasstown aka It's Chocolate,Chuao,1355,2014,70,U.S.A.,4,Venezuela
1423,Brasstown aka It's Chocolate,Cooproagro,1125,2013,72,U.S.A.,3,Dominican Republic
1424,Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85,U.S.A.,3.5,Venezuela
1425,Brazen,Maya Mountain,1518,2015,80,U.S.A.,3.25,Belize
1426,Breeze Mill,Jamaica,1149,2013,70,U.S.A.,3,Jamaica
1427,Bright,Somia Plantation,1231,2014,72,Australia,3,Madagascar
1428,Bright,Gran Couva,1235,2014,68,Australia,2.75,Trinidad
1429,Burnt Fork Bend,Trinidad,1299,2014,72,U.S.A.,3.25,Trinidad
1430,Burnt Fork Bend,Belize,1303,2014,72,U.S.A.,3.25,Belize
1431,Cacao de Origen,Chuao,1688,2015,77,Venezuela,3.5,Venezuela
1432,Cacao de Origen,Rio Caribe,1692,2015,75,Venezuela,3.25,Venezuela
1433,Cacao de Origen,"Chuao, Aragua region",1391,2014,75,Venezuela,3.5,Venezuela
1434,Cacao de Origen,"Chuao, Aragua region",1395,2014,70,Venezuela,3.75,Venezuela
1435,Cacao Market,"Jutiapa, lot 050916D",1860,2016,70,U.S.A.,3.5,Honduras
1436,Cacao Sampaka,Madagascar,508,2010,71,Spain,3.5,Madagascar
1437,Cacao Sampaka,Grenada,537,2010,71,Spain,3.25,Grenada
1438,Cacao Store,Madagascar,1684,2015,70,Japan,3,Madagascar
1439,Cacao Store,Vietnam,1684,2015,70,Japan,3.5,Vietnam
1440,Callebaut,Grenade,296,2008,60,Belgium,2.75,Grenada
1441,C-Amaro,Trinidad,765,2011,70,Italy,2.5,Trinidad
1442,Cao,Brazil,1808,2016,70,U.S.A.,3.25,Brazil
1443,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70,New Zealand,3.5,Papua New Guinea
1444,Carlotta Chocolat,Arauca,1884,2016,65,Colombia,3,Colombia
1445,Carlotta Chocolat,Tumaco,1888,2016,65,Colombia,3.25,Colombia
1446,Carlotta Chocolat,Cordoba,1888,2016,65,Colombia,3.25,Colombia
1447,Carlotta Chocolat,Huila,1888,2016,65,Colombia,3.5,Colombia
1448,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72,U.S.A.,4,Belize
1449,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72,U.S.A.,3.5,Honduras
1450,Castronovo,Elvesia P.,1407,2014,70,U.S.A.,2.75,Dominican Republic
1451,Castronovo,Bolivia,1101,2013,70,U.S.A.,3,Bolivia
1452,Castronovo,Conacado,1101,2013,73,U.S.A.,3.5,Dominican Republic
1453,Castronovo,Nicaragua,1109,2013,72,U.S.A.,3.25,Nicaragua
1454,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75,Germany,3,Belize
1455,Choco Del Sol,Maya Mountain,1407,2014,82,Germany,3.25,Belize
1456,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70,South Korea,2.75,Vietnam
1457,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70,South Korea,3.5,Malaysia
1458,Chocola'te,Madagascar,647,2011,70,U.S.A.,3.75,Madagascar
1459,Chocolate Makers,Tres Hombres,1530,2015,75,Netherlands,3.25,Dominican Republic
1460,"Chocolate Tree, The",Carenero Superior,1582,2015,80,Scotland,3.75,Venezuela
1461,Chocovic,Sambirano,478,2010,71,Spain,3.5,Madagascar
1462,Chocovic,Guyave,117,2007,71,Spain,2.5,Grenada
1463,Chocovivo,Tabasco,1522,2015,65,U.S.A.,2.5,Mexico
1464,Chocovivo,Tabasco,1522,2015,75,U.S.A.,2.5,Mexico
1465,Chuao Chocolatier (Pralus),Chuao,486,2010,77,U.S.A.,2.75,Venezuela
1466,Coleman & Davis,Sambirano,1646,2015,75,U.S.A.,3,Madagascar
1467,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80,Argentina,2.75,Venezuela
1468,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78,U.S.A.,2.75,Vietnam
1469,Coppeneur,Madagascar,959,2012,70,Germany,3.5,Madagascar
1470,Coppeneur,Grenada,470,2010,72,Germany,3.25,Grenada
1471,Coppeneur,Chuao,478,2010,70,Germany,3,Venezuela
1472,Coppeneur,Trinidad,558,2010,72,Germany,3,Trinidad
1473,Coppeneur,Jamaica,558,2010,72,Germany,3.25,Jamaica
1474,Coppeneur,"Sambirano, Menava P.",196,2007,72,Germany,3,Madagascar
1475,Cravve,"Vanuatu, batch 2410",1335,2014,83,Australia,2.75,Vanuatu
1476,Cravve,"Bahia, batch a1213",975,2012,65,Australia,3.25,Brazil
1477,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67,Australia,3.25,Fiji
1478,Cravve,Vanuatu,975,2012,64,Australia,3.25,Vanuatu
1479,Damson,Robson Estate,1610,2015,70,U.K.,3,Trinidad
1480,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70,U.S.A.,3,Belize
1481,Dandelion,Maya Mountain,1219,2014,70,U.S.A.,3.5,Belize
1482,Dandelion,Madagascar,654,2011,70,U.S.A.,3.25,Madagascar
1483,Danta,Chuao,987,2012,75,Guatemala,3,Venezuela
1484,Danta,Sambirano,987,2012,70,Guatemala,3.75,Madagascar
1485,DAR,Vietnam,1920,2016,72,U.S.A.,3,Vietnam
1486,Dark Forest,Madagascar,1550,2015,70,U.S.A.,3,Madagascar
1487,Dean and Deluca (Belcolade),Madagascar,170,2007,66,U.S.A.,2.5,Madagascar
1488,DeVries,Costa Rica,166,2007,77,U.S.A.,3.5,Costa Rica
1489,Dick Taylor,Tien Giang,1864,2016,78,U.S.A.,3.5,Vietnam
1490,Dick Taylor,Belize,955,2012,72,U.S.A.,2.75,Belize
1491,Dick Taylor,Sambirano,661,2011,80,U.S.A.,2.75,Madagascar
1492,Dick Taylor,Sambirano,661,2011,72,U.S.A.,3,Madagascar
1493,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72,U.K.,3.25,Venezuela
1494,Domori,"Chuao, Hacienda San Jose",470,2010,70,Italy,3,Venezuela
1495,Domori,"Carupano, H. San Jose",227,2008,70,Italy,3,Venezuela
1496,Domori,Granella,135,2007,60,Italy,3.25,Venezuela
1497,Domori,Madagascar,135,2007,70,Italy,3.5,Madagascar
1498,Domori,Sur del Lago Classificado,87,2006,70,Italy,3,Venezuela
1499,Domori,Apurimac,87,2006,70,Italy,3.25,Peru
1500,Domori,Carenero Superior,87,2006,70,Italy,3.5,Venezuela
1501,Dormouse,Non Pariel Estate,1880,2016,75,U.K.,2.75,Grenada
1502,Dormouse,"Rio Caribe, Batch 7",1672,2015,70,U.K.,2.5,Venezuela
1503,Durand,Madagascar,841,2012,82,France,2.75,Madagascar
1504,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70,U.S.A.,3.5,Venezuela
1505,Durci,"Carenero, Empyrean Sabor",1630,2015,70,U.S.A.,3.25,Venezuela
1506,East Van Roasters,Madagascar,1343,2014,70,Canada,3.5,Madagascar
1507,El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Venezuela
1508,El Rey,"Rio Caribe, Macuro",439,2009,70,Venezuela,3,Venezuela
1509,Erithaj (A. Morin),Ben Tre,1205,2014,70,France,3.25,Vietnam
1510,Erithaj (A. Morin),Ham Luong,1209,2014,80,France,3,Vietnam
1511,Erithaj (A. Morin),Ba Lai,1209,2014,74,France,3.25,Vietnam
1512,Escazu,Rio Caribe,903,2012,70,U.S.A.,2.75,Venezuela
1513,Ethel's Artisan (Mars),Trinidad,666,2011,55,U.S.A.,2.5,Trinidad
1514,Ethereal,Belize,1275,2014,80,U.S.A.,3,Belize
1515,Feitoria Cacao,Maya Mountain,1736,2016,76,Portugal,2.75,Belize
1516,Felchlin,Grenada,494,2010,58,Switzerland,3.5,Grenada
1517,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67,Singapore,3.75,Tanzania
1518,Frederic Blondeel,Vietnam,1542,2015,80,Belgium,3,Vietnam
1519,Frederic Blondeel,Madagascar,1351,2014,65,Belgium,3.5,Madagascar
1520,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70,U.S.A.,4,Peru
1521,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74,U.S.A.,4,Madagascar
1522,Fresco,"Markham Valley, #220, MR, MC",927,2012,69,U.S.A.,4,Papua New Guinea
1523,Fresco,"Markham Valley, #222, LR, 0C",931,2012,69,U.S.A.,3,Papua New Guinea
1524,Fresco,"Jamaica, #209, DR, SC",642,2011,70,U.S.A.,3.25,Jamaica
1525,Fresco,"Jamaica, #210, DR, MC",642,2011,70,U.S.A.,3.5,Jamaica
1526,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74,U.S.A.,2.75,Madagascar
1527,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74,U.S.A.,3,Madagascar
1528,Fresco,"Chuao, #218, MR, MC",745,2011,76,U.S.A.,3.25,Venezuela
1529,Fresco,"Chuao, #217, DR, MC",745,2011,70,U.S.A.,4,Venezuela
1530,Fresco,"Jamaica, #204, DR, SC",370,2009,80,U.S.A.,2.75,Jamaica
1531,Fresco,"Jamaica, #206, DR, LC",370,2009,70,U.S.A.,3,Jamaica
1532,Fresco,"Jamaica, #205, DR, MC",370,2009,70,U.S.A.,3.25,Jamaica
1533,Fruition,Gran Couva,1347,2014,70,U.S.A.,3.75,Trinidad
1534,Fruition,Signature Blend,753,2011,66,U.S.A.,3.25,Costa Rica
1535,Georgia Ramon,Akesson P.,1642,2015,65,Germany,3.25,Madagascar
1536,Georgia Ramon,Conacado Coop,1646,2015,70,Germany,3.5,Domincan Republic
1537,Georgia Ramon,Conacado Coop,1646,2015,80,Germany,3.5,Domincan Republic
1538,Georgia Ramon,Akesson P.,1646,2015,75,Germany,3.5,Madagascar
1539,Grand Place,"Ben Tre, Dong Nai",741,2011,72,Vietnam,3,Vietnam
1540,Grenada Chocolate Co.,Grenada,494,2010,82,Grenada,3.25,Grenada
1541,Grenada Chocolate Co.,Grenada,363,2009,60,Grenada,2.75,Grenada
1542,Grenada Chocolate Co.,Grenada,241,2008,71,Grenada,2.5,Grenada
1543,Guittard,Jamaica,1053,2013,65,U.S.A.,3.25,Jamaica
1544,Guittard,Trinidad,552,2010,65,U.S.A.,3,Trinidad
1545,Guittard,Chucuri,15,2006,65,U.S.A.,3,Colombia
1546,Habitual,Trinitario,1197,2014,70,Canada,3.5, 
1547,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55,Ecuador,2.75,Ecuador
1548,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70,Ecuador,3,Ecuador
1549,hexx,Madagascar,1546,2015,74,U.S.A.,3,Madagascar
1550,Hogarth,Akesson's Estate,1712,2016,70,New Zealand,2.75,Madagascar
1551,Hogarth,Carenero Superior,1712,2016,72,New Zealand,2.75,Venezuela
1552,Hogarth,Conacado,1712,2016,75,New Zealand,3.25,Domincan Republic
1553,Holy Cacao,Sambirano,1466,2015,70,Israel,3.5,Madagascar
1554,Holy Cacao,Gran Couva,1466,2015,70,Israel,3.5,Trinidad
1555,Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70,U.K.,4,St. Lucia
1556,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100,U.K.,1.75,St. Lucia
1557,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75,U.K.,3,Trinidad
1558,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80,U.K.,3.5,Vietnam
1559,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72,U.K.,3,Madagascar
1560,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65,U.K.,3,St. Lucia
1561,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65,U.K.,3.25,St. Lucia
1562,Hotel Chocolat (Coppeneur),Chuao,600,2010,70,U.K.,2.75,Venezuela
1563,Hummingbird,Lam Dong,1542,2015,70,Canada,3.5,Vietnam
1564,Hummingbird,Momotombo,1311,2014,70,Canada,3,Nicaragua
1565,Hummingbird,Hispaniola,1311,2014,70,Canada,3.75,Dominican Republic
1566,Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72,Switzerland,3.75,Venezuela
1567,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70,Switzerland,4,Venezuela
1568,Isidro,Madagascar,1275,2014,72,U.S.A.,3.5,Madagascar
1569,Isidro,Belize,1279,2014,72,U.S.A.,3.25,Belize
1570,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70,U.S.A.,3.5,Belize
1571,Jacque Torres,Trinatario Treasure,5,2006,71,U.S.A.,2,Ghana
1572,Jordis,Madagascar,1534,2015,63,Czech Republic,2.75,Madagascar
1573,Just Good Chocolate,Belize,1375,2014,70,U.S.A.,3.5,Belize
1574,Just Good Chocolate,Madagascar,1375,2014,70,U.S.A.,3.5,Madagascar
1575,Kakao,Vanuatu,387,2009,65,Germany,3.75,Vanuatu
1576,Kiskadee,"La Red, Guanconjeco",1251,2014,60,U.S.A.,3,Dominican Republic
1577,Kto,Belize,1422,2014,72,U.S.A.,3,Belize
1578,Kto,Sambirano Valley,1422,2014,72,U.S.A.,3.25,Madagascar
1579,Kto,Belize,1426,2014,90,U.S.A.,3.25,Belize
1580,Kyya,Madagascar,1363,2014,72.5,U.S.A.,3,Madagascar
1581,L.A. Burdick (Felchlin),Chuao,927,2012,68,U.S.A.,3.75,Venezuela
1582,L.A. Burdick (Felchlin),Grenada,576,2010,75,U.S.A.,3.25,Grenada
1583,L.A. Burdick (Felchlin),Madagascar,431,2009,64,U.S.A.,3.5,Madagascar
1584,La Maison du Chocolat (Valrhona),Grenada,741,2011,68,France,3.5,Grenada
1585,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75,France,2.75,Madagascar
1586,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75,France,2.75,Vietnam
1587,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75,France,3.75,Vietnam
1588,L'Amourette,Rugoso,1784,2016,80,U.S.A.,3.5,Nicaragua
1589,L'Amourette,Carenero Superior,833,2012,75,U.S.A.,3,Venezuela
1590,L'Amourette,Rio Caribe,833,2012,75,U.S.A.,3,Venezuela
1591,Letterpress,"San Juan Estate, Gran Couva",1562,2015,70,U.S.A.,3.5,Trinidad
1592,Lilla,Madagascar,1856,2016,70,Finland,3,Madagascar
1593,Madecasse (Cinagra),Madagascar,284,2008,67,Madagascar,3.5,Madagascar
1594,Madecasse (Cinagra),Madagascar,284,2008,70,Madagascar,3.75,Madagascar
1595,Madecasse (Cinagra),Madagascar,284,2008,63,Madagascar,4,Madagascar
1596,Madecasse (Cinagra),Madagascar,288,2008,75,Madagascar,3.5,Madagascar
1597,Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75,Madagascar,2.75,Madagascar
1598,Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73,Madagascar,3.5,Madagascar
1599,Malagos,"Davao, Mt. Talamo foothills",1121,2013,65,Philippines,3.5,Philippines
1600,Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75,U.S.A.,3.25,Vietnam
1601,Map Chocolate,Ecuador,1478,2015,70,U.S.A.,3.5,Ecuador
1602,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70,U.S.A.,2.75,Trinidad
1603,Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85,Vietnam,3.25,Vietnam
1604,Marou,Ben Tre,1650,2015,68,Vietnam,3.5,Vietnam
1605,Marou,"Dak Lak, Batch 2451",1650,2015,70,Vietnam,3.75,Vietnam
1606,Marou,"Tan Phu Dong, Treasure Island",1149,2013,75,Vietnam,3.5,Vietnam
1607,Marou,Ba Ria,845,2012,76,Vietnam,3.5,Vietnam
1608,Marou,Dong Nai,845,2012,72,Vietnam,3.5,Vietnam
1609,Marou,"Tien Giang, Gao Co-op",845,2012,70,Vietnam,3.5,Vietnam
1610,Marou,Ben Tre,849,2012,78,Vietnam,3.5,Vietnam
1611,Marou,Tien Giang,895,2012,80,Vietnam,3,Vietnam
1612,Marou,Lam Dong,955,2012,74,Vietnam,3.5,Vietnam
1614,Mast Brothers,Chuao,999,2012,73,U.S.A.,2.75,Venezuela
1615,Mast Brothers,"Chuao, Med. Roast",701,2011,76,U.S.A.,3,Venezuela
1616,Mast Brothers,"Chuao, Dark Roast",709,2011,70,U.S.A.,3,Venezuela
1617,Mast Brothers,"Chuao, Light Roast",713,2011,81,U.S.A.,2.75,Venezuela
1618,Mast Brothers,Moho River,773,2011,70,U.S.A.,3.5,Belize
1619,Matale,"Malekula P., 2013",1177,2013,72,Australia,3.5,Vanuatu
1620,Matale,"Somia, 2013",1177,2013,68,Australia,4,Madagascar
1621,Matale,"Kulili P., 2013",1177,2013,74,Australia,4,Papua New Guinea
1622,Matale,Blend,1181,2013,70,Australia,3.75,"PNG, Vanuatu, Mad"
1623,Maverick,Maya Mountain,1367,2014,70,U.S.A.,3.25,Belize
1624,Meadowlands,Belize,1287,2014,70,U.S.A.,3,Belize
1625,Menakao (aka Cinagra),Madagascar,837,2012,80,Madagascar,2.5,Madagascar
1626,Menakao (aka Cinagra),Madagascar,841,2012,72,Madagascar,2.5,Madagascar
1627,Metiisto,Akesson Estate,1267,2014,72,Sweden,3.5,Madagascar
1628,Metropolitan,South America,1688,2015,70,Netherlands,3.5,South America
1629,Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66,France,3.5,Venezuela
1630,Michel Cluizel,Mangaro P.,24,2006,65,France,4,Madagascar
1631,Middlebury,Maya Mountain,1490,2015,80,U.S.A.,3.5,Belize
1632,Middlebury,San Juan Estate,1490,2015,70,U.S.A.,3.5,Trinidad
1633,Middlebury,Belize,1117,2013,80,U.S.A.,3.25,Belize
1634,Moho,"Toledo District, w/ nibs",1026,2013,73,U.S.A.,3.25,Belize
1635,Moho,Toledo District,1030,2013,72,U.S.A.,3,Belize
1636,Moho,"Umoho R., Toledo District, San Felipe",607,2010,67,U.S.A.,2.75,Belize
1637,Mutari,"Tien Giang, batch 1 SRB",1900,2016,80,U.S.A.,3,Vietnam
1638,Naive,Grenada,867,2012,71,Lithuania,2.5,Grenada
1639,Na�ve,Chuao,1399,2014,75,Lithuania,2.75,Venezuela
